"NQF_id"|"measure_name"|"QDS_id"|"standard_concept"|"standard_category"|"QDS_data_type"|"standard_concept_id"|"standard_taxonomy"|"standard_taxonomy_version"|"standard_code_list"|"QDS_datatype_specific_attributes"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1568"|"Tobacco Non-User"|"Individual characteristic"|"patient characteristic"|"A_c511"|"SNOMED-CT"|"07/09"|"105539002, 105540000, 105541001, 160618006, 160620009, 160621008, 228501004, 228502006, 228503001, 228512004, 266919005, 266921000, 266922007, 266923002, 266924008, 266925009, 266928006, 26921000, 281018007, 360890004, 360900008, 360918006, 360929005, 405746006, 53896009, 8392000, 8517006, 87739003"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1569"|"Tobacco Non-User"|"Individual characteristic"|"patient characteristic"|"A_c511"|"SNOMED-CT"|"07/09"|"105539002, 105540000, 105541001, 160618006, 160620009, 160621008, 228501004, 228502006, 228503001, 228512004, 266919005, 266921000, 266922007, 266923002, 266924008, 266925009, 266928006, 26921000, 281018007, 360890004, 360900008, 360918006, 360929005, 405746006, 53896009, 8392000, 8517006, 87739003"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1570"|"Tobacco Non-User"|"Individual characteristic"|"patient characteristic"|"A_c511"|"SNOMED-CT"|"07/09"|"105539002, 105540000, 105541001, 160618006, 160620009, 160621008, 228501004, 228502006, 228503001, 228512004, 266919005, 266921000, 266922007, 266923002, 266924008, 266925009, 266928006, 26921000, 281018007, 360890004, 360900008, 360918006, 360929005, 405746006, 53896009, 8392000, 8517006, 87739003"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1571"|"Tobacco Non-User"|"Individual characteristic"|"patient characteristic"|"A_c511"|"SNOMED-CT"|"07/09"|"105539002, 105540000, 105541001, 160618006, 160620009, 160621008, 228501004, 228502006, 228503001, 228512004, 266919005, 266921000, 266922007, 266923002, 266924008, 266925009, 266928006, 26921000, 281018007, 360890004, 360900008, 360918006, 360929005, 405746006, 53896009, 8392000, 8517006, 87739003"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1572"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1573"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1574"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1575"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1576"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1577"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1578"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
"0028-a"|"Preventive Care and Screening Measure Pair:  a. Tobacco Use Assessment"|"A_1579"|"Tobacco User"|"Individual characteristic"|"patient characteristic"|"A_c422"|"SNOMED-CT"|"07/09"|"160603005, 160604004, 160605003, 160606002, 160619003, 228494002, 228504007, 228514003, 228515002, 228516001, 228517005, 228518000, 230059006, 230060001, 230062009, 230063004, 230064005, 230065006, 266920004, 65568007, 81703003, 82302008"|"datetime"
